1;air_base;2953.00;10.28;1370.00;0.04;0
1;anti_air_building;2947.00;11.85;1370.00;3.83;0
1;anti_air_building;2952.00;10.80;1364.00;1.67;0
1;anti_air_building;2952.00;10.80;1364.00;4.33;0
1;arms_factory;2945.00;11.00;1364.00;1.09;0
1;arms_factory;2948.00;10.38;1357.00;1.59;0
1;arms_factory;2948.00;10.38;1357.00;5.21;0
1;arms_factory;2949.00;11.53;1370.00;3.15;0
1;arms_factory;2951.00;11.18;1362.00;6.16;0
1;arms_factory;2952.00;10.32;1371.00;0.99;0
1;bunker;2945.00;9.60;1357.00;1.16;0
1;bunker;2945.00;11.23;1370.00;5.28;0
1;bunker;2951.00;11.18;1362.00;6.23;0
1;coastal_bunker;2942.00;9.78;1365.00;-1.19;0
1;coastal_bunker;2952.00;9.73;1356.00;-0.79;0
1;coastal_bunker;2955.00;9.60;1367.00;0.98;0
1;dockyard;2949.00;9.50;1350.00;-0.79;0
1;fuel_silo;2944.00;9.98;1362.00;2.10;0
1;industrial_complex;2945.00;9.68;1358.00;4.77;0
1;industrial_complex;2945.00;11.88;1369.00;3.66;0
1;industrial_complex;2949.00;12.28;1361.00;0.04;0
1;industrial_complex;2950.00;12.40;1364.00;0.65;0
1;industrial_complex;2950.00;12.40;1364.00;5.72;0
1;industrial_complex;2951.00;11.55;1364.00;1.60;0
1;naval_base;2941.00;9.50;1365.00;-1.19;5579
1;naval_base;2943.28;9.50;1356.76;-1.49;5579
1;naval_base;2953.81;9.50;1371.85;-4.60;5579
1;nuclear_reactor;2949.00;10.05;1372.00;2.78;0
1;radar_station;2950.00;12.40;1365.00;3.73;0
1;rocket_site;2946.00;9.73;1358.00;0.11;0
1;supply_node;2945.00;11.70;1366.00;5.23;0
1;supply_node;2947.00;9.75;1356.00;4.53;0
1;supply_node;2951.00;11.40;1369.00;2.29;0
1;synthetic_refinery;2950.00;12.40;1365.00;0.71;0
50;air_base;2944.00;13.20;1486.00;2.11;0
50;anti_air_building;2956.00;10.78;1503.00;0.62;0
50;anti_air_building;2957.00;11.20;1497.00;1.83;0
50;anti_air_building;2960.00;11.88;1484.00;5.95;0
50;arms_factory;2941.00;13.00;1482.00;4.33;0
50;arms_factory;2942.00;12.50;1479.00;0.71;0
50;arms_factory;2955.00;10.98;1477.00;1.67;0
50;arms_factory;2958.00;10.03;1469.00;3.73;0
50;arms_factory;2958.00;11.30;1497.00;3.83;0
50;arms_factory;2959.00;11.65;1495.00;0.11;0
50;bunker;2940.08;12.90;1486.23;2.71;0
50;bunker;2943.52;12.90;1478.68;1.29;0
50;bunker;2951.29;12.80;1485.55;0.11;0
50;bunker;2951.44;11.50;1492.57;2.17;0
50;bunker;2958.00;11.00;1479.00;0.55;0
50;bunker;2959.48;11.40;1471.99;1.31;0
50;bunker;2959.81;11.10;1502.40;2.62;0
50;bunker;2960.28;12.50;1486.80;1.16;0
50;bunker;2963.90;12.00;1495.49;5.28;0
50;fuel_silo;2956.00;12.80;1486.00;2.40;0
50;industrial_complex;2944.00;11.82;1490.00;2.17;0
50;industrial_complex;2947.00;11.28;1491.00;4.84;0
50;industrial_complex;2950.51;12.50;1479.53;2.78;0
50;industrial_complex;2954.00;10.78;1502.00;2.78;0
50;industrial_complex;2954.00;11.20;1495.00;5.44;0
50;industrial_complex;2966.60;11.60;1488.39;2.40;0
50;nuclear_reactor;2941.00;12.30;1479.00;3.90;0
50;radar_station;2954.00;12.90;1487.00;3.68;0
50;rocket_site;2956.00;11.15;1476.00;5.35;0
50;supply_node;2941.00;13.78;1486.00;1.26;0
50;supply_node;2943.00;13.70;1478.00;3.19;0
50;supply_node;2948.00;11.82;1493.00;5.37;0
50;supply_node;2951.00;13.10;1483.00;0.61;0
50;supply_node;2957.00;11.25;1477.00;6.13;0
50;supply_node;2957.00;11.32;1500.00;1.33;0
50;supply_node;2959.00;11.20;1471.00;3.50;0
50;supply_node;2960.00;13.18;1488.00;2.73;0
50;supply_node;2963.00;12.35;1495.00;2.02;0
50;synthetic_refinery;2946.00;11.70;1489.00;4.85;0
164;floating_harbor;3225.10;9.50;1271.37;0.43;10007
227;floating_harbor;3392.88;9.50;1451.18;-2.55;6420
450;floating_harbor;3110.21;9.50;1177.70;1.33;11954
695;floating_harbor;1708.21;9.50;1071.70;1.33;153
744;floating_harbor;4687.13;9.50;1246.74;-2.68;13669
759;floating_harbor;3017.50;9.50;1431.40;-1.95;628
771;floating_harbor;3249.73;9.50;1380.08;-1.85;9783
817;floating_harbor;2862.90;9.50;1369.15;-1.41;9824
818;floating_harbor;4061.00;9.50;842.00;-1.57;10149
825;floating_harbor;4406.87;9.50;833.74;-3.61;1353
934;floating_harbor;1708.97;9.50;1599.30;-1.67;3712
935;floating_harbor;1693.88;9.50;1565.18;-2.55;9832
941;floating_harbor;99.40;9.50;437.20;0.93;7290
972;floating_harbor;4744.00;9.50;509.00;0.00;12206
6;floating_harbor;2851.00;9.50;1549.00;0.00;6446
62;floating_harbor;3009.70;9.50;1614.79;-0.24;9388
117;floating_harbor;3016.53;9.50;1338.63;-4.04;9826
121;floating_harbor;2745.00;10.10;1664.00;0.00;9392
122;floating_harbor;2727.05;9.50;1558.05;-3.93;407
149;floating_harbor;3130.14;9.50;1792.37;1.37;11126
162;floating_harbor;2964.00;9.50;1391.00;-3.14;6973
165;floating_harbor;2862.90;9.50;1368.15;-1.41;9824
186;floating_harbor;3132.00;9.50;1278.00;-4.11;7211
187;floating_harbor;3216.00;9.50;1266.00;-3.65;6550
317;floating_harbor;1463.00;9.50;1044.00;-3.14;13439
340;floating_harbor;3268.70;9.50;1352.79;-0.24;11829
342;floating_harbor;3252.00;9.50;1256.00;-3.14;10122
370;floating_harbor;1414.21;9.50;1360.36;-2.82;4464
468;floating_harbor;1800.00;9.50;1725.00;-1.12;7433
478;floating_harbor;1162.62;9.50;1176.52;-4.02;13459
485;floating_harbor;1242.54;9.50;1133.45;-3.50;10730
500;floating_harbor;2128.40;9.50;490.50;-3.52;10980
518;floating_harbor;5064.26;9.50;41.13;-1.11;10665
523;floating_harbor;5034.93;9.50;518.01;-1.71;12484
543;floating_harbor;3490.01;9.50;340.71;-4.67;11015
626;floating_harbor;4661.00;9.50;821.00;1.57;7419
700;floating_harbor;2592.11;9.50;792.78;-4.54;2038
754;floating_harbor;3381.45;9.50;1050.54;-4.35;8092
757;floating_harbor;5052.60;9.50;599.50;-0.38;12240
772;floating_harbor;3267.64;9.50;1413.79;-1.89;687
790;floating_harbor;4265.53;9.50;962.37;0.90;3651
820;floating_harbor;1575.18;9.50;1206.12;-4.12;13616
827;floating_harbor;4511.50;9.50;825.40;-1.95;12204
840;floating_harbor;3188.87;9.50;1730.74;-3.61;11105
867;floating_harbor;4002.18;9.50;776.12;-4.12;7402
872;floating_harbor;1701.50;9.50;564.40;-4.33;5131
889;floating_harbor;4102.70;9.50;922.21;-2.90;10255
927;floating_harbor;2952.11;9.50;695.78;-4.54;5036
931;floating_harbor;1693.00;9.50;1552.00;-1.91;9847
932;floating_harbor;1696.70;9.50;1570.21;-2.90;3906
937;floating_harbor;3256.15;9.50;2016.90;-0.17;11063
938;floating_harbor;2800.00;9.50;1783.00;-0.73;6196
1097;floating_harbor;3012.00;9.50;305.00;1.57;10978
1100;floating_harbor;4801.95;9.50;1310.05;-2.36;6928
2;arms_factory;2951.00;11.90;1337.00;2.40;0
2;arms_factory;2951.00;12.60;1329.00;3.96;0
2;arms_factory;2954.00;12.05;1328.00;1.80;0
2;arms_factory;2951.00;10.80;1318.00;3.00;0
2;arms_factory;2946.00;9.68;1311.00;0.84;0
2;arms_factory;2943.00;10.00;1311.00;2.40;0
2;industrial_complex;2942.00;10.82;1331.00;5.07;0
2;industrial_complex;2947.00;11.10;1327.00;1.45;0
2;industrial_complex;2945.00;12.20;1334.00;4.47;0
2;industrial_complex;2949.00;12.57;1333.00;0.85;0
2;industrial_complex;2943.00;9.82;1317.00;3.51;0
2;industrial_complex;2953.00;12.00;1322.00;1.35;0
2;air_base;2950.00;11.40;1322.00;1.46;0
2;supply_node;2952.00;10.68;1315.00;0.68;0
2;supply_node;2948.00;10.18;1342.00;3.61;0
2;supply_node;2939.00;9.78;1335.00;0.26;0
2;supply_node;2950.00;12.55;1335.00;2.85;0
2;supply_node;2952.00;13.10;1327.00;5.79;0
2;supply_node;2943.00;9.82;1308.00;0.98;0
2;supply_node;2942.00;9.98;1326.00;5.02;0
2;supply_node;2942.00;9.78;1316.00;1.67;0
2;naval_base;2937.00;9.50;1322.00;-1.57;8895
2;naval_base;2946.00;9.53;1306.00;0.98;5605
2;naval_base;2943.00;9.93;1341.00;-3.14;5579
2;naval_base;2955.00;9.50;1308.00;0.38;5605
2;naval_base;2937.00;9.50;1312.00;-1.57;8941
2;naval_base;2937.00;9.55;1339.00;-2.76;5579
2;naval_base;2957.00;9.53;1330.00;-4.55;5656
2;naval_base;2955.00;9.65;1341.00;-4.31;5656
2;bunker;2940.00;9.70;1326.00;4.19;0
2;bunker;2944.00;9.60;1305.00;2.03;0
2;bunker;2944.00;11.03;1339.00;5.05;0
2;bunker;2950.00;10.68;1318.00;6.25;0
2;bunker;2944.00;11.98;1334.00;4.09;0
2;bunker;2947.00;12.57;1333.00;0.47;0
2;bunker;2952.00;13.12;1326.00;2.04;0
2;bunker;2941.00;9.78;1314.00;4.70;0
2;coastal_bunker;2942.00;9.50;1341.00;-3.14;0
2;coastal_bunker;2939.00;9.62;1339.00;-2.76;0
2;coastal_bunker;2938.00;9.50;1317.00;-1.57;0
2;coastal_bunker;2938.00;9.50;1328.00;-1.57;0
2;coastal_bunker;2946.00;9.55;1308.00;0.98;0
2;coastal_bunker;2957.00;10.00;1337.00;-4.31;0
2;coastal_bunker;2957.00;9.50;1322.00;-4.55;0
2;coastal_bunker;2955.00;9.50;1308.00;0.38;0
2;dockyard;2956.00;9.65;1316.00;-4.25;0
2;anti_air_building;2951.00;10.95;1319.00;0.99;0
2;anti_air_building;2949.00;10.68;1319.00;3.66;0
2;anti_air_building;2943.00;9.73;1307.00;0.04;0
2;synthetic_refinery;2944.00;12.12;1332.00;2.70;0
2;fuel_silo;2944.00;10.07;1324.00;5.72;0
2;radar_station;2946.00;10.57;1325.00;3.12;0
2;rocket_site;2951.00;12.68;1334.00;4.76;0
2;nuclear_reactor;2940.00;9.70;1314.00;2.61;0
3;arms_factory;2837.00;9.80;1500.00;1.80;0
3;arms_factory;2840.00;9.80;1500.00;3.00;0
3;arms_factory;2837.00;9.80;1501.00;0.84;0
3;arms_factory;2845.00;9.78;1494.00;2.40;0
3;arms_factory;2843.00;9.80;1495.00;5.07;0
3;arms_factory;2840.00;9.80;1496.00;1.45;0
3;industrial_complex;2843.00;9.80;1496.00;4.47;0
3;industrial_complex;2856.00;9.80;1491.00;0.85;0
3;industrial_complex;2854.00;9.80;1492.00;3.51;0
3;industrial_complex;2857.00;9.80;1492.00;1.35;0
3;industrial_complex;2852.00;9.80;1489.00;1.46;0
3;industrial_complex;2858.00;9.80;1493.00;5.58;0
3;air_base;2851.00;9.78;1490.00;1.96;0
3;supply_node;2856.00;9.80;1490.00;0.26;0
3;supply_node;2834.00;10.10;1499.00;2.85;0
3;supply_node;2849.00;9.80;1489.00;5.79;0
3;supply_node;2841.00;9.80;1495.00;0.98;0
3;supply_node;2850.00;9.80;1496.00;5.02;0
3;bunker;2836.00;9.80;1499.00;6.09;0
3;bunker;2840.00;9.80;1498.00;2.47;0
3;bunker;2850.00;9.75;1492.00;5.13;0
3;bunker;2855.00;9.80;1487.00;1.52;0
3;bunker;2853.00;9.80;1497.00;4.54;0
3;anti_air_building;2853.00;9.80;1486.00;5.74;0
3;anti_air_building;2844.00;9.78;1495.00;3.58;0
3;anti_air_building;2857.00;9.78;1490.00;5.14;0
3;synthetic_refinery;2845.00;9.70;1496.00;1.52;0
3;fuel_silo;2858.00;9.80;1491.00;4.19;0
3;radar_station;2846.00;9.78;1494.00;1.93;0
3;rocket_site;2858.00;9.80;1492.00;5.05;0
3;nuclear_reactor;2846.00;9.80;1490.00;6.25;0
4;arms_factory;2996.00;10.30;1368.00;0.84;0
4;arms_factory;2991.00;11.03;1373.00;2.40;0
4;arms_factory;3005.00;9.95;1357.00;5.07;0
4;arms_factory;2991.00;10.70;1372.00;1.45;0
4;arms_factory;3003.00;9.70;1357.00;4.47;0
4;arms_factory;2999.00;9.70;1359.00;0.85;0
4;industrial_complex;3005.00;9.78;1356.00;3.51;0
4;industrial_complex;2998.00;9.68;1359.00;1.35;0
4;industrial_complex;2993.00;9.60;1363.00;1.46;0
4;industrial_complex;2997.00;9.53;1359.00;5.58;0
4;industrial_complex;2992.00;9.55;1363.00;1.96;0
4;industrial_complex;3006.00;9.55;1352.00;6.08;0
4;air_base;3002.00;9.90;1362.00;6.18;0
4;supply_node;3006.00;10.53;1364.00;5.79;0
4;supply_node;2992.00;9.73;1368.00;0.98;0
4;supply_node;3003.00;9.70;1355.00;5.02;0
4;supply_node;2997.00;9.68;1361.00;1.67;0
4;supply_node;3011.00;10.20;1353.00;3.15;0
4;naval_base;3009.00;9.50;1349.00;-0.64;5656
4;naval_base;2990.00;9.50;1364.00;-1.03;5579
4;naval_base;2991.00;9.50;1362.00;-0.98;5656
4;naval_base;3005.00;9.50;1351.00;-0.79;5656
4;bunker;3006.00;10.80;1367.00;3.58;0
4;bunker;3005.00;9.70;1354.00;5.14;0
4;bunker;2998.00;9.57;1358.00;1.52;0
4;bunker;2993.00;9.75;1366.00;4.19;0
4;bunker;3013.00;10.80;1354.00;2.03;0
4;coastal_bunker;2990.00;9.50;1363.00;-1.03;0
4;coastal_bunker;2996.00;9.50;1359.00;-0.98;0
4;coastal_bunker;3004.00;9.50;1352.00;-0.79;0
4;coastal_bunker;3007.00;9.50;1350.00;-0.64;0
4;dockyard;2996.00;9.50;1360.00;-0.98;0
4;anti_air_building;2999.00;9.57;1357.00;4.70;0
4;anti_air_building;2990.00;10.15;1371.00;2.54;0
4;anti_air_building;3008.00;10.38;1356.00;3.74;0
4;synthetic_refinery;3003.00;9.88;1360.00;0.48;0
4;fuel_silo;3007.00;10.20;1356.00;3.14;0
4;radar_station;3001.00;9.82;1362.00;1.40;0
4;rocket_site;2999.00;9.70;1362.00;2.54;0
4;nuclear_reactor;3004.00;9.95;1359.00;5.21;0
6;arms_factory;2792.00;10.00;1558.00;4.47;0
6;arms_factory;2805.00;9.85;1568.00;0.85;0
6;arms_factory;2777.00;10.10;1566.00;3.51;0
6;arms_factory;2777.00;10.10;1566.00;1.35;0
6;arms_factory;2800.00;10.05;1561.00;1.46;0
6;arms_factory;2800.00;9.85;1565.00;5.58;0
6;industrial_complex;2790.00;9.88;1565.00;1.96;0
6;industrial_complex;2784.00;10.00;1569.00;6.08;0
6;industrial_complex;2796.00;10.05;1558.00;6.18;0
6;industrial_complex;2787.00;10.48;1560.00;4.02;0
6;industrial_complex;2787.00;10.48;1560.00;0.41;0
6;industrial_complex;2781.00;10.07;1566.00;3.07;0
6;air_base;2801.00;10.03;1562.00;6.09;0
6;supply_node;2792.00;9.88;1563.00;3.15;0
6;supply_node;2781.00;10.25;1565.00;0.91;0
6;supply_node;2794.00;9.93;1557.00;2.39;0
6;supply_node;2803.00;9.90;1564.00;5.32;0
6;naval_base;2809.00;9.50;1562.00;1.19;2824
6;bunker;2787.00;10.25;1561.00;3.58;0
6;bunker;2790.00;10.43;1558.00;5.14;0
6;bunker;2781.00;10.25;1565.00;1.52;0
6;bunker;2803.00;9.80;1567.00;4.19;0
6;coastal_bunker;2805.00;9.50;1562.00;1.19;0
6;dockyard;2802.00;9.73;1559.00;1.19;0
6;anti_air_building;2793.00;9.93;1556.00;6.25;0
6;anti_air_building;2793.00;9.93;1556.00;4.09;0
6;anti_air_building;2791.00;9.98;1561.00;0.47;0
6;synthetic_refinery;2791.00;9.98;1561.00;2.04;0
6;fuel_silo;2782.00;10.28;1564.00;4.70;0
6;radar_station;2794.00;9.80;1564.00;4.03;0
6;rocket_site;2805.00;9.65;1563.00;3.74;0
6;nuclear_reactor;2788.00;9.90;1564.00;0.48;0
9;arms_factory;3060.00;11.90;1482.00;1.96;0
9;arms_factory;3050.00;11.15;1489.00;6.08;0
9;arms_factory;3055.00;10.10;1489.00;6.18;0
9;arms_factory;3052.00;13.88;1479.00;4.02;0
9;arms_factory;3062.00;11.40;1483.00;0.41;0
9;arms_factory;3035.00;12.18;1479.00;3.07;0
9;industrial_complex;3063.00;10.00;1488.00;6.09;0
9;industrial_complex;3056.00;10.30;1488.00;2.47;0
9;industrial_complex;3064.00;10.28;1477.00;5.13;0
9;industrial_complex;3041.00;11.98;1486.00;1.52;0
9;industrial_complex;3039.00;13.00;1478.00;4.54;0
9;industrial_complex;3046.00;14.20;1490.00;5.74;0
9;air_base;3064.00;10.60;1484.00;3.58;0
9;supply_node;3050.00;14.28;1478.00;1.21;0
9;supply_node;3065.00;9.80;1489.00;3.80;0
9;supply_node;3046.00;14.20;1490.00;0.45;0
9;supply_node;3056.00;12.35;1471.00;1.93;0
9;supply_node;3040.00;11.80;1486.00;5.97;0
9;supply_node;3064.00;10.70;1483.00;2.63;0
9;supply_node;3054.00;10.23;1488.00;4.10;0
